Store_dma_id,Rack_time,To_the_door_time,Otd_time,Source_actor,Destination_type,Destination_Channel,subtotal_amount_USD,total_tax_USD,net_sales_USD,store_order_number,store_number,Tip_USD
541,4.667,23.95,12.4,iOS,Delivery,Dispatch,54.69,2.06,34.19,88|20230722|0137,88,8.04
541,4.683,25.083,18.317,iOS,Delivery,Dispatch,27.07,1.59,26.57,5166|20230722|0019,5166,3.39
541,1.417,17.567,10.35,iOS,Delivery,Dispatch,18.77,1.1,18.27,88|20230722|0140,88,0.0
541,16.233,54.633,26.95,iOS,Delivery,Dispatch,39.0,1.57,26.09,88|20230722|0097,88,0.0
541,3.8,28.55,11.75,iOS,Delivery,Dispatch,24.37,1.14,18.97,88|20230722|0139,88,3.56
541,2.367,25.183,10.667,iOS,Delivery,Dispatch,26.87,1.28,21.4,88|20230722|0117,88,0.0
541,1.717,15.7,10.9,iOS,Delivery,Dispatch,28.77,1.73,28.77,5166|20230722|0028,5166,5.0
541,11.783,25.35,19.283,iOS,Delivery,Dispatch,20.17,1.21,20.17,5166|20230722|0036,5166,3.92
541,9.133,22.267,18.867,iOS,Delivery,Dispatch,24.07,1.23,20.47,5166|20230722|0025,5166,0.0
541,13.117,26.967,20.683,iOS,Delivery,Dispatch,22.97,1.38,22.97,5166|20230722|0038,5166,2.77
541,2.333,18.367,11.433,iOS,Delivery,Dispatch,17.18,1.03,17.18,5166|20230722|0009,5166,1.9
541,4.067,31.85,13.117,iOS,Delivery,Dispatch,26.28,0.38,6.28,88|20230722|0125,88,0.0
541,5.25,21.35,13.067,iOS,Delivery,Dispatch,25.75,0.95,15.75,88|20230722|0053,88,5.19
541,6.4,34.483,23.05,iOS,Delivery,Dispatch,39.33,2.08,34.73,5166|20230722|0071,5166,8.71
541,2.0,20.783,12.483,iOS,Delivery,Dispatch,38.16,1.84,30.64,5166|20230722|0003,5166,6.35
754,8.567,35.733,29.367,iOS,Delivery,Dispatch,46.19,0.0,38.15,2792|20230722|0072,2792,0.0
754,7.2,77.25,27.067,iOS,Delivery,Dispatch,58.49,0.0,58.49,2792|20230722|0022,2792,0.0
754,0.0,28.6,18.95,iOS,Delivery,Dispatch,22.24,0.0,18.99,2792|20230722|0049,2792,5.0
541,15.283,33.033,22.1,Android,Delivery,Dispatch,33.08,1.53,25.55,88|20230722|0115,88,3.0
541,3.983,27.95,14.233,Android,Delivery,Dispatch,53.84,2.86,47.64,88|20230722|0113,88,6.76
541,11.733,31.867,25.517,Android,Delivery,Dispatch,29.57,1.59,26.47,88|20230722|0122,88,0.0
541,2.033,17.583,11.433,Android,Delivery,Dispatch,48.85,2.53,39.15,88|20230722|0012,88,6.61
541,4.083,29.35,18.967,Android,Delivery,Dispatch,47.55,2.82,47.05,5166|20230722|0012,5166,0.0
541,1.267,21.833,9.483,Android,Delivery,Dispatch,26.66,1.41,23.56,88|20230722|0011,88,5.0
541,19.783,49.083,28.967,Android,Delivery,Dispatch,48.24,2.21,36.74,88|20230722|0004,88,0.0
541,20.733,38.517,29.517,Android,Delivery,Dispatch,54.85,2.54,42.26,5166|20230722|0034,5166,0.0
541,15.783,50.083,24.333,Android,Delivery,Dispatch,22.77,1.18,19.67,88|20230722|0018,88,0.0
754,16.633,39.867,31.417,Android,Delivery,Dispatch,32.24,0.0,16.99,2792|20230722|0056,2792,3.94
754,2.983,31.1,11.633,Android,Delivery,Dispatch,46.19,0.0,46.19,2792|20230722|0061,2792,8.04
541,20.117,43.583,30.067,PapaCall - Transcom,Delivery,Dispatch,38.77,2.33,38.77,5166|20230722|0075,5166,0.0
541,15.183,30.267,22.717,PapaCall - Transcom,Delivery,Dispatch,37.06,2.22,37.06,88|20230722|0138,88,0.0
541,2.05,19.483,11.85,PapaCall - Transcom,Delivery,Dispatch,34.26,1.65,27.56,88|20230722|0015,88,6.0
541,11.6,29.9,19.8,PapaCall - Transcom,Delivery,Dispatch,43.26,2.41,40.16,88|20230722|0019,88,0.0
541,24.05,41.2,32.283,PapaCall - Transcom,Delivery,Dispatch,18.15,1.09,18.15,88|20230722|0040,88,0.0
541,10.517,33.283,18.933,PapaCall - Transcom,Delivery,Dispatch,22.08,1.32,22.08,88|20230722|0031,88,0.0
541,5.067,23.483,17.117,Third Party Call Center - Transcom,Delivery,Dispatch,97.02,5.82,97.02,5166|20230722|0067,5166,18.51
541,0.433,19.717,13.167,PapaCall,Delivery,Dispatch,25.67,1.54,25.67,5166|20230722|0074,5166,0.0
541,15.517,33.1,23.467,PapaCall,Delivery,Dispatch,44.77,2.19,36.48,5166|20230722|0061,5166,0.0
754,2.65,28.85,21.267,Third Party Call Center - Tsourcing,Delivery,Dispatch,36.84,0.0,36.84,2792|20230722|0080,2792,0.0
754,5.217,35.233,26.25,Third Party Call Center - Tsourcing,Delivery,Dispatch,37.99,0.0,31.73,2792|20230722|0047,2792,0.0
754,10.5,33.817,23.117,Third Party Call Center - Tsourcing,Delivery,Dispatch,52.59,0.0,45.99,2792|20230722|0050,2792,0.0
754,22.033,38.85,29.633,Third Party Call Center - Tsourcing,Delivery,Dispatch,24.29,0.0,22.24,2792|20230722|0058,2792,0.0
541,7.367,27.35,17.133,Mobile Web,Delivery,Dispatch,38.05,1.9,31.66,5166|20230722|0017,5166,5.03
541,9.317,68.667,19.083,Mobile Web,Delivery,Dispatch,25.88,1.37,22.78,88|20230722|0027,88,3.8
541,11.45,41.817,18.467,Mobile Web,Delivery,Dispatch,30.26,1.81,30.26,88|20230722|0006,88,3.79
541,4.133,17.783,12.2,Mobile Web,Delivery,Dispatch,27.37,1.64,27.37,88|20230722|0082,88,4.48
541,1.667,20.933,13.0,Mobile Web,Delivery,Dispatch,59.93,3.6,59.93,88|20230722|0033,88,3.0
541,14.817,30.85,21.65,Mobile Web,Delivery,Dispatch,20.17,1.02,17.07,5166|20230722|0060,5166,3.14
541,0.517,14.217,9.967,Mobile Web,Delivery,Dispatch,25.78,1.35,22.48,5166|20230722|0022,5166,3.19
541,2.2,18.817,11.25,Mobile Web,Delivery,Dispatch,51.46,2.53,42.17,88|20230722|0007,88,6.97
541,11.767,27.667,19.933,Mobile Web,Delivery,Dispatch,26.57,1.35,22.47,5166|20230722|0030,5166,3.6
541,0.0,23.1,11.033,Mobile Web,Delivery,Dispatch,33.17,1.62,26.97,18|20230722|0126,18,3.66
541,5.817,20.683,16.75,Mobile Web,Delivery,Dispatch,65.99,3.07,51.13,5166|20230722|0008,5166,11.86
541,1.233,24.767,10.9,Mobile Web,Delivery,Dispatch,29.27,0.88,14.67,5166|20230722|0058,5166,4.52
541,4.433,15.467,12.95,Mobile Web,Delivery,Dispatch,23.87,1.11,18.47,5166|20230722|0064,5166,3.56
541,2.5,23.467,17.183,Mobile Web,Delivery,Dispatch,31.08,1.83,30.49,5166|20230722|0010,5166,3.9
541,0.817,32.05,11.75,Mobile Web,Delivery,Dispatch,22.06,1.29,21.56,5166|20230722|0072,5166,2.64
541,15.067,36.567,26.467,Mobile Web,Delivery,Dispatch,21.16,1.24,20.66,88|20230722|0098,88,3.23
541,9.183,37.983,18.45,Mobile Web,Delivery,Dispatch,54.95,3.3,54.95,5166|20230722|0047,5166,7.57
541,16.617,43.367,27.083,Mobile Web,Delivery,Dispatch,28.77,1.23,20.57,88|20230722|0005,88,1.5
541,6.267,27.9,14.45,Mobile Web,Delivery,Dispatch,37.56,1.47,24.46,88|20230722|0047,88,5.0
754,4.917,39.317,21.117,Mobile Web,Delivery,Dispatch,22.09,0.0,22.09,2792|20230722|0006,2792,4.03
754,5.3,45.367,23.183,Mobile Web,Delivery,Dispatch,54.19,0.0,43.33,2792|20230722|0074,2792,9.23
754,3.883,39.467,22.55,Mobile Web,Delivery,Dispatch,34.14,0.0,22.88,2792|20230722|0078,2792,2.0
754,2.483,38.333,19.833,Mobile Web,Delivery,Dispatch,30.24,0.0,22.98,2792|20230722|0075,2792,5.55
541,3.283,45.367,14.15,Desktop Web,Delivery,Dispatch,51.83,2.51,41.82,5166|20230722|0048,5166,10.0
541,5.333,26.333,14.167,Desktop Web,Delivery,Dispatch,31.06,1.86,31.06,88|20230722|0021,88,5.21
541,5.0,25.183,13.65,Desktop Web,Delivery,Dispatch,33.17,1.57,26.12,88|20230722|0003,88,4.23
541,7.583,29.817,16.867,Desktop Web,Delivery,Dispatch,49.66,2.05,34.15,88|20230722|0083,88,9.09
541,13.8,31.267,22.55,Desktop Web,Delivery,Dispatch,47.92,2.23,37.19,88|20230722|0118,88,0.0
541,11.483,41.133,17.767,Desktop Web,Delivery,Dispatch,30.17,1.56,26.07,88|20230722|0120,88,3.45
541,19.833,32.95,27.433,Desktop Web,Delivery,Dispatch,30.35,1.5,24.95,88|20230722|0043,88,3.56
541,3.867,20.5,13.067,Desktop Web,Delivery,Dispatch,27.66,1.54,25.66,88|20230722|0028,88,5.0
541,5.333,35.117,14.067,Desktop Web,Delivery,Dispatch,22.77,1.25,20.77,88|20230722|0119,88,2.98
541,5.1,20.767,13.433,Desktop Web,Delivery,Dispatch,36.07,2.16,36.07,5166|20230722|0057,5166,4.74
754,0.65,34.217,16.35,Desktop Web,Delivery,Dispatch,72.34,0.0,50.04,2792|20230722|0036,2792,9.64
541,3.483,28.117,11.133,Traditional,Delivery,Dispatch,12.69,0.0,0.0,88|20230722|0134,88,0.0
541,12.483,35.067,24.55,Traditional,Delivery,Dispatch,30.37,1.58,26.27,88|20230722|0099,88,0.0
541,9.567,42.2,19.4,iOS,Delivery,Dispatch,17.26,1.04,17.26,18|20230301|0072,18,1.84
541,5.617,24.483,12.667,iOS,Delivery,Dispatch,29.14,1.39,23.1,88|20230301|0006,88,4.83
541,22.683,39.55,31.217,iOS,Delivery,Dispatch,36.05,0.99,16.55,18|20230301|0147,18,0.0
541,18.417,43.317,27.333,iOS,Delivery,Dispatch,51.26,2.58,42.97,88|20230301|0035,88,7.0
541,22.783,59.567,32.2,iOS,Delivery,Dispatch,31.25,1.69,28.15,88|20230301|0057,88,4.0
541,21.1,33.75,29.317,iOS,Delivery,Dispatch,29.95,1.31,21.75,88|20230301|0009,88,0.0
541,6.983,26.133,13.85,iOS,Delivery,Dispatch,27.37,1.46,24.27,88|20230301|0007,88,4.0
541,10.017,36.217,21.417,iOS,Delivery,Dispatch,36.87,1.23,20.48,5166|20230301|0046,5166,3.0
541,4.1,31.2,19.6,iOS,Delivery,Dispatch,37.92,1.26,20.97,88|20230301|0073,88,3.66
541,21.2,51.1,42.517,iOS,Delivery,Dispatch,52.04,2.26,37.62,88|20230301|0067,88,6.58
541,1.817,33.983,15.65,iOS,Delivery,Dispatch,47.76,2.37,39.56,18|20230301|0131,18,5.0
541,0.7,35.45,12.883,iOS,Delivery,Dispatch,26.28,1.38,22.98,18|20230301|0133,18,0.0
541,5.183,26.05,11.733,iOS,Delivery,Dispatch,19.08,0.36,5.98,88|20230301|0005,88,1.83
541,0.0,17.1,6.55,iOS,Delivery,Dispatch,19.08,0.96,15.98,18|20230301|0162,18,2.44
541,9.067,25.1,16.9,iOS,Delivery,Dispatch,41.06,2.08,34.67,18|20230301|0180,18,5.13
541,11.883,25.817,19.45,iOS,Delivery,Dispatch,15.87,0.95,15.87,18|20230301|0177,18,7.0
541,11.183,49.167,19.25,iOS,Delivery,Dispatch,17.68,1.06,17.68,18|20230301|0178,18,1.9
541,5.383,21.15,16.767,iOS,Delivery,Dispatch,25.47,0.6,10.07,5166|20230301|0013,5166,2.91
541,12.55,27.4,22.517,iOS,Delivery,Dispatch,50.77,2.42,40.36,5166|20230301|0072,5166,7.83
541,8.65,25.933,20.033,iOS,Delivery,Dispatch,25.47,1.2,20.07,5166|20230301|0057,5166,2.91
541,6.383,43.783,32.467,iOS,Delivery,Dispatch,113.15,3.93,65.45,5166|20230301|0079,5166,0.0
541,6.4,27.717,20.967,iOS,Delivery,Dispatch,44.56,2.04,34.06,5166|20230301|0056,5166,8.01
541,14.983,41.117,31.767,iOS,Delivery,Dispatch,29.05,0.98,16.3,88|20230301|0068,88,4.61
541,10.0,27.4,17.15,iOS,Delivery,Dispatch,22.67,1.17,19.57,5166|20230301|0082,5166,2.44
754,3.933,23.2,14.7,iOS,Delivery,Dispatch,47.89,0.0,33.1,2792|20230301|0063,2792,7.9
754,13.25,42.9,21.583,iOS,Delivery,Dispatch,24.89,0.0,12.66,2792|20230301|0007,2792,0.0
754,11.083,28.6,22.183,iOS,Delivery,Dispatch,20.24,0.0,18.1,2792|20230301|0082,2792,0.0
754,11.617,29.45,23.1,iOS,Delivery,Dispatch,29.24,0.0,29.24,2792|20230301|0060,2792,1.0
754,11.433,33.25,22.283,iOS,Delivery,Dispatch,26.84,0.0,26.84,2792|20230301|0061,2792,5.21
541,12.317,28.967,19.817,Android,Delivery,Dispatch,33.17,1.57,26.12,88|20230301|0016,88,4.23
541,5.517,30.417,12.683,Android,Delivery,Dispatch,23.28,1.2,19.98,88|20230301|0021,88,2.74
541,21.217,41.65,30.933,Android,Delivery,Dispatch,31.59,1.9,31.59,5166|20230301|0044,5166,4.06
541,15.833,31.217,25.967,Android,Delivery,Dispatch,25.57,0.54,8.97,88|20230301|0086,88,0.0
541,6.15,26.517,18.2,Android,Delivery,Dispatch,55.1,3.31,55.1,5166|20230301|0073,5166,7.59
541,16.117,35.483,25.417,Android,Delivery,Dispatch,23.75,1.18,19.65,5166|20230301|0086,5166,4.42
754,1.717,24.45,14.033,Android,Delivery,Dispatch,21.34,0.0,10.54,2792|20230301|0065,2792,2.3
754,7.95,29.55,21.8,Android,Delivery,Dispatch,57.59,0.0,56.58,2792|20230301|0075,2792,7.74
754,9.133,51.0,17.417,Android,Delivery,Dispatch,36.24,0.0,19.98,2792|20230301|0059,2792,4.54
541,11.233,43.95,26.833,PapaCall,Delivery,Dispatch,28.46,1.71,28.46,5166|20230301|0029,5166,0.0
541,24.567,44.95,32.467,PapaCall,Delivery,Dispatch,25.47,1.53,25.47,18|20230301|0069,18,0.0
541,10.933,27.283,18.917,PapaCall,Delivery,Dispatch,30.66,1.84,30.66,18|20230301|0154,18,0.0
541,32.683,61.733,39.85,PapaCall,Delivery,Dispatch,24.17,1.45,24.17,18|20230301|0064,18,0.0
541,26.55,57.883,37.467,PapaCall,Delivery,Dispatch,39.84,2.39,39.84,18|20230301|0130,18,0.0
541,27.067,40.617,34.033,PapaCall,Delivery,Dispatch,19.17,1.15,19.17,5166|20230301|0084,5166,2.0
541,1.817,35.433,21.467,PapaCall,Delivery,Dispatch,18.58,0.93,15.48,5166|20230301|0078,5166,3.0
541,28.367,49.633,39.783,Mobile Web,Delivery,Dispatch,20.67,1.05,17.57,18|20230301|0129,18,0.0
541,3.4,18.35,10.05,Mobile Web,Delivery,Dispatch,19.08,0.96,15.98,88|20230301|0015,88,1.83
541,3.483,17.9,11.383,Mobile Web,Delivery,Dispatch,30.86,1.85,30.86,18|20230301|0185,18,5.17
541,1.8,13.533,9.367,Mobile Web,Delivery,Dispatch,32.25,1.94,32.25,88|20230301|0079,88,4.09
541,2.85,19.15,14.933,Mobile Web,Delivery,Dispatch,25.47,1.2,20.07,5166|20230301|0006,5166,2.91
541,2.15,25.567,19.467,Mobile Web,Delivery,Dispatch,59.85,3.71,61.75,5166|20230301|0055,5166,8.59
541,0.0,12.1,7.617,Mobile Web,Delivery,Dispatch,28.06,1.36,22.66,88|20230301|0011,88,3.22
541,3.133,17.183,10.617,Mobile Web,Delivery,Dispatch,63.04,3.4,56.65,88|20230301|0008,88,6.0
541,13.483,23.967,20.167,Mobile Web,Delivery,Dispatch,38.75,1.78,29.65,88|20230301|0048,88,4.82
541,9.45,40.183,29.083,Mobile Web,Delivery,Dispatch,24.47,1.34,22.37,88|20230301|0065,88,5.0
541,3.183,26.6,13.933,Mobile Web,Delivery,Dispatch,34.76,2.09,34.76,5166|20230301|0041,5166,6.0
541,6.2,38.5,16.95,Mobile Web,Delivery,Dispatch,31.27,1.88,31.27,88|20230301|0069,88,6.57
541,50.95,66.75,58.217,Mobile Web,Delivery,Dispatch,38.46,1.5,24.96,88|20230301|0017,88,0.0
541,10.25,24.633,20.05,Mobile Web,Delivery,Dispatch,37.27,1.64,27.26,5166|20230301|0042,5166,4.92
541,20.1,46.817,29.367,Mobile Web,Delivery,Dispatch,33.17,1.62,26.97,18|20230301|0152,18,5.49
541,27.167,43.45,33.6,Mobile Web,Delivery,Dispatch,19.08,0.36,5.98,18|20230301|0016,18,0.0
541,8.633,22.9,16.4,Mobile Web,Delivery,Dispatch,22.07,1.33,22.07,18|20230301|0193,18,0.0
541,14.1,28.3,24.133,Mobile Web,Delivery,Dispatch,21.58,1.11,18.48,5166|20230301|0061,5166,2.56
541,5.9,35.333,27.15,Mobile Web,Delivery,Dispatch,36.87,2.21,36.87,5166|20230301|0076,5166,0.0
541,2.183,21.883,15.383,Mobile Web,Delivery,Dispatch,44.94,2.14,35.73,5166|20230301|0087,5166,10.16
541,6.033,34.583,27.383,Mobile Web,Delivery,Dispatch,34.01,1.72,28.61,5166|20230301|0080,5166,0.0
541,7.467,21.117,15.817,Mobile Web,Delivery,Dispatch,38.77,1.83,30.48,5166|20230301|0040,5166,4.57
541,3.417,41.583,13.95,Mobile Web,Delivery,Dispatch,32.06,1.53,25.46,5166|20230301|0025,5166,3.9
541,16.6,48.233,25.133,Mobile Web,Delivery,Dispatch,41.46,2.49,41.46,5166|20230301|0060,5166,5.55
541,3.233,29.783,10.25,Mobile Web,Delivery,Dispatch,22.07,1.16,19.25,88|20230301|0014,88,3.42
541,4.667,37.7,12.15,Mobile Web,Delivery,Dispatch,34.26,2.05,34.26,88|20230301|0020,88,4.39
541,6.4,32.933,19.867,Mobile Web,Delivery,Dispatch,26.67,1.11,18.47,5166|20230301|0054,5166,2.85
754,1.717,29.2,11.533,Mobile Web,Delivery,Dispatch,35.59,0.0,35.59,2792|20230301|0064,2792,7.4
754,6.35,24.267,16.467,Mobile Web,Delivery,Dispatch,24.99,0.0,24.99,2792|20230301|0071,2792,2.85
754,17.417,37.8,28.983,Mobile Web,Delivery,Dispatch,37.83,0.0,30.56,2792|20230301|0050,2792,4.51
754,0.25,25.317,9.4,Mobile Web,Delivery,Dispatch,26.84,0.0,21.59,2792|20230301|0012,2792,3.13
541,9.017,34.583,16.85,Desktop Web,Delivery,Dispatch,47.93,2.23,37.19,88|20230301|0071,88,0.0
541,15.933,38.817,27.383,Desktop Web,Delivery,Dispatch,91.3,4.4,73.42,88|20230301|0059,88,16.88
541,5.8,22.7,13.683,Desktop Web,Delivery,Dispatch,27.17,1.14,18.97,88|20230301|0010,88,2.0
541,4.817,16.833,12.317,Desktop Web,Delivery,Dispatch,64.53,3.87,64.53,88|20230301|0002,88,8.93
541,2.4,22.95,9.083,Desktop Web,Delivery,Dispatch,19.88,1.15,19.08,88|20230301|0003,88,2.82
541,6.833,32.25,23.533,Desktop Web,Delivery,Dispatch,25.47,1.2,20.07,5166|20230301|0005,5166,2.91
541,11.433,37.717,23.567,Desktop Web,Delivery,Dispatch,48.95,1.74,28.95,5166|20230301|0022,5166,0.0
541,9.483,33.733,20.367,Desktop Web,Delivery,Dispatch,39.36,1.87,31.16,5166|20230301|0026,5166,7.92
541,21.167,50.3,34.883,Desktop Web,Delivery,Dispatch,48.53,2.25,37.52,5166|20230301|0053,5166,6.61
754,1.583,33.067,13.867,Desktop Web,Delivery,Dispatch,42.28,0.0,33.21,2792|20230301|0010,2792,5.44
541,3.083,24.45,11.033,Traditional,Delivery,Dispatch,27.96,1.68,27.96,18|20230301|0136,18,0.0
541,1.633,24.45,12.0,Traditional,Delivery,Dispatch,26.95,1.62,26.95,18|20230301|0198,18,0.0
754,26.633,49.1,34.683,Third Party Call Center - Tsourcing Non-Integrated,Delivery,Dispatch,25.24,0.0,25.24,2792|20230301|0053,2792,0.0
541,0.283,17.15,9.433,iOS,Delivery,Dispatch,41.45,2.14,35.65,18|20221212|0060,18,4.6
541,5.967,24.5,12.567,iOS,Delivery,Dispatch,18.47,0.9,15.1,88|20221212|0049,88,2.7
541,9.933,28.083,22.433,iOS,Delivery,Dispatch,38.86,1.83,30.48,88|20221212|0047,88,3.82
541,16.433,34.283,24.1,iOS,Delivery,Dispatch,63.25,2.81,46.76,88|20221212|0028,88,7.77
541,5.8,24.85,16.733,iOS,Delivery,Dispatch,32.97,1.5,24.97,88|20221212|0051,88,5.0
541,0.5,28.233,7.467,iOS,Delivery,Dispatch,32.76,1.56,25.96,88|20221212|0012,88,5.0
541,2.8,30.85,14.333,iOS,Delivery,Dispatch,40.97,2.07,34.48,5166|20221212|0006,5166,6.0
541,16.517,46.85,23.7,iOS,Delivery,Dispatch,34.05,1.74,29.05,88|20221212|0029,88,5.0
541,13.55,35.45,22.4,iOS,Delivery,Dispatch,46.84,2.27,37.84,18|20221212|0129,18,0.0
541,0.5,19.383,11.75,iOS,Delivery,Dispatch,25.17,1.27,21.17,18|20221212|0167,18,3.24
541,8.017,40.667,25.583,iOS,Delivery,Dispatch,21.27,0.81,13.45,18|20221212|0011,18,3.0
541,3.433,23.2,12.617,iOS,Delivery,Dispatch,26.97,1.62,26.97,18|20221212|0098,18,0.0
541,12.017,24.3,19.683,iOS,Delivery,Dispatch,23.77,1.14,18.97,18|20221212|0067,18,2.8
541,6.883,18.317,14.583,iOS,Delivery,Dispatch,18.49,1.11,18.48,5166|20221212|0010,5166,3.5
541,3.45,34.717,12.817,iOS,Delivery,Dispatch,31.75,1.33,22.08,88|20221212|0034,88,3.16
754,7.8,45.533,29.517,iOS,Delivery,Dispatch,48.24,0.0,48.24,2792|20221212|0024,2792,6.38
754,8.317,52.3,23.717,iOS,Delivery,Dispatch,35.94,0.0,28.69,2792|20221212|0028,2792,4.6
541,1.817,15.4,10.733,Android,Delivery,Dispatch,22.37,1.34,22.37,88|20221212|0069,88,2.61
541,10.883,25.383,18.9,Android,Delivery,Dispatch,36.16,1.39,23.17,18|20221212|0101,18,4.68
541,8.683,29.533,19.75,PapaCall,Delivery,Dispatch,44.86,2.19,36.48,18|20221212|0036,18,7.73
541,1.017,18.417,9.367,PapaCall,Delivery,Dispatch,26.48,1.59,26.48,18|20221212|0172,18,1.93
541,11.483,26.533,21.05,PapaCall,Delivery,Dispatch,14.87,0.89,14.87,5166|20221212|0007,5166,0.0
541,10.8,40.2,16.95,Mobile Web,Delivery,Dispatch,22.98,1.14,18.98,88|20221212|0031,88,0.0
541,5.117,39.467,13.35,Mobile Web,Delivery,Dispatch,30.76,0.96,15.96,88|20221212|0036,88,3.63
541,0.0,17.75,9.75,Mobile Web,Delivery,Dispatch,25.98,1.26,20.98,18|20221212|0182,18,4.2
541,0.267,18.133,6.367,Mobile Web,Delivery,Dispatch,22.87,1.1,18.4,88|20221212|0038,88,3.58
541,9.167,30.7,19.867,Mobile Web,Delivery,Dispatch,22.97,1.11,18.47,18|20221212|0040,18,3.6
541,1.4,28.65,7.95,Mobile Web,Delivery,Dispatch,14.0,0.0,0.0,88|20221212|0019,88,5.0
541,5.417,30.317,14.983,Mobile Web,Delivery,Dispatch,38.48,1.79,29.9,88|20221212|0052,88,5.66
541,19.55,36.4,28.183,Mobile Web,Delivery,Dispatch,26.76,1.28,21.32,88|20221212|0061,88,0.0
541,4.117,21.217,12.767,Mobile Web,Delivery,Dispatch,13.48,0.68,11.36,88|20221212|0053,88,1.27
541,6.033,27.683,16.55,Mobile Web,Delivery,Dispatch,41.47,2.1,34.98,88|20221212|0043,88,6.92
541,9.967,34.617,18.833,Mobile Web,Delivery,Dispatch,24.47,1.17,19.47,18|20221212|0102,18,2.68
541,6.9,34.283,23.433,Mobile Web,Delivery,Dispatch,37.15,1.99,33.15,18|20221212|0012,18,4.54
541,8.517,27.6,19.033,Mobile Web,Delivery,Dispatch,25.98,1.37,22.78,18|20221212|0033,18,3.15
541,0.0,18.55,8.15,Mobile Web,Delivery,Dispatch,30.97,1.68,27.97,18|20221212|0195,18,3.9
541,18.683,40.467,27.783,Mobile Web,Delivery,Dispatch,36.05,2.16,36.05,18|20221212|0093,18,6.21
541,3.483,21.717,12.183,Mobile Web,Delivery,Dispatch,21.96,1.32,21.96,5166|20221212|0008,5166,2.62
541,12.717,28.417,22.067,Mobile Web,Delivery,Dispatch,21.66,1.3,21.66,5166|20221212|0005,5166,2.58
754,2.583,29.3,21.75,Mobile Web,Delivery,Dispatch,40.54,0.0,40.54,2792|20221212|0062,2792,5.23
754,7.75,45.7,32.667,Mobile Web,Delivery,Dispatch,27.14,0.0,27.14,2792|20221212|0038,2792,4.29
541,2.483,16.3,9.733,Desktop Web,Delivery,Dispatch,14.48,0.87,14.48,18|20221212|0194,18,1.9
541,16.483,47.017,22.967,Desktop Web,Delivery,Dispatch,20.87,1.25,20.87,88|20221212|0009,88,3.18
541,14.217,29.45,22.8,Desktop Web,Delivery,Dispatch,26.97,1.14,18.97,18|20221212|0113,18,3.76
541,2.533,19.45,9.6,Desktop Web,Delivery,Dispatch,23.48,1.17,19.48,18|20221212|0068,18,4.0
541,5.283,20.85,12.9,Desktop Web,Delivery,Dispatch,27.18,1.45,24.17,88|20221212|0068,88,4.44
541,11.867,22.0,18.483,Desktop Web,Delivery,Dispatch,18.98,0.9,14.98,88|20221212|0040,88,1.81
541,5.333,16.95,12.733,Desktop Web,Delivery,Dispatch,20.16,1.21,20.16,88|20221212|0044,88,2.28
541,12.1,28.367,19.933,Desktop Web,Delivery,Dispatch,23.17,1.11,18.62,18|20221212|0066,18,2.73
541,2.6,20.783,10.267,Desktop Web,Delivery,Dispatch,18.99,0.9,14.98,18|20221212|0175,18,0.0
541,0.2,23.017,7.167,Desktop Web,Delivery,Dispatch,22.97,1.14,18.97,88|20221212|0018,88,3.28
754,15.25,126.467,48.983,Desktop Web,Delivery,Dispatch,42.19,0.0,33.69,2792|20221212|0040,2792,5.17
754,4.533,74.9,35.017,Desktop Web,Delivery,Dispatch,41.89,0.0,36.46,2792|20221212|0032,2792,9.05
541,0.567,22.4,7.117,Third Party Call Center - Transcom,Delivery,Dispatch,23.62,1.12,18.67,88|20221212|0016,88,0.0
754,20.917,71.933,58.5,Third Party Call Center - Tsourcing Non-Integrated,Delivery,Dispatch,42.09,0.0,42.09,2792|20221212|0023,2792,5.0
754,4.017,58.583,44.1,Third Party Call Center - Tsourcing Non-Integrated,Delivery,Dispatch,27.54,0.0,27.54,2792|20221212|0042,2792,0.0
754,2.45,30.567,18.567,Third Party Call Center - Tsourcing Non-Integrated,Delivery,Dispatch,139.69,0.0,139.69,2792|20221212|0005,2792,25.0
541,13.333,32.433,21.617,iOS,Delivery,Dispatch,49.75,2.52,42.06,88|20230215|0004,88,0.0
541,2.433,14.733,11.283,iOS,Delivery,Dispatch,42.75,2.17,36.15,88|20230215|0006,88,5.0
541,6.333,21.233,13.733,iOS,Delivery,Dispatch,29.86,1.44,23.96,88|20230215|0025,88,0.0
541,11.483,44.25,25.483,iOS,Delivery,Dispatch,28.75,0.8,13.35,18|20230215|0006,18,0.0
541,5.917,32.05,13.217,iOS,Delivery,Dispatch,19.08,0.93,15.56,18|20230215|0122,18,2.11
541,13.35,36.05,22.2,iOS,Delivery,Dispatch,29.95,1.4,23.25,18|20230215|0018,18,2.32
541,5.367,17.0,13.567,iOS,Delivery,Dispatch,23.56,0.74,12.29,18|20230215|0047,18,2.0
541,10.433,24.583,17.4,iOS,Delivery,Dispatch,19.08,0.93,15.56,18|20230215|0051,18,0.0
541,13.117,28.25,20.333,iOS,Delivery,Dispatch,13.98,0.84,13.98,18|20230215|0049,18,1.0
541,12.317,37.45,19.583,iOS,Delivery,Dispatch,26.67,1.11,18.47,5166|20230215|0018,5166,3.8
541,7.567,43.4,17.217,iOS,Delivery,Dispatch,26.68,1.2,19.98,88|20230215|0018,88,5.0
